Created At,Ticket ID,Team,Priority,Resolution Hours,Reopened
2025-03-12,TKT-50504,Platform,Low,6.9,0
2025-03-12,TKT-50505,Billing,Low,10.6,1
2025-03-13,TKT-50506,Billing,Medium,2.8,0
2025-03-13,TKT-50507,Platform,High,5.1,0
2025-03-13,TKT-50508,Billing,Low,10.5,0
2025-03-13,TKT-50509,Data,Medium,5.3,0
2025-03-13,TKT-50510,Platform,Medium,13.1,0
2025-03-13,TKT-50511,Data,Low,4.5,0
2025-03-13,TKT-50512,Billing,High,20.4,0
2025-03-13,TKT-50513,Platform,Low,11.5,0
2025-03-13,TKT-50514,Billing,High,6.3,0
2025-03-14,TKT-50515,Onboarding,High,9.6,0
2025-03-14,TKT-50516,Data,High,11.3,0
2025-03-14,TKT-50517,Billing,Medium,14.4,0
2025-03-14,TKT-50518,Onboarding,Low,24.8,0
2025-03-14,TKT-50519,Onboarding,Medium,9.1,1
2025-03-14,TKT-50520,Onboarding,Low,8.5,0
2025-03-14,TKT-50521,Platform,Low,5.9,1
2025-03-14,TKT-50522,Platform,Low,12.2,0
2025-03-14,TKT-50523,Onboarding,High,15.7,0
2025-03-14,TKT-50524,Billing,High,8.7,0
2025-03-14,TKT-50525,Onboarding,Low,9.1,0
2025-03-14,TKT-50526,Billing,Medium,14.3,0
2025-03-15,TKT-50527,Billing,Low,4.5,0
2025-03-15,TKT-50528,Platform,Low,11.3,0
2025-03-15,TKT-50529,Platform,High,25.2,0
2025-03-15,TKT-50530,Data,Low,14.9,1
2025-03-15,TKT-50531,Onboarding,Urgent,60.1,0
2025-03-16,TKT-50532,Platform,Low,30.6,0
2025-03-16,TKT-50533,Data,High,2.1,0
2025-03-16,TKT-50534,Data,Medium,5.8,0
2025-03-16,TKT-50535,Platform,Low,16.4,0
2025-03-16,TKT-50536,Platform,Low,37.6,0
2025-03-16,TKT-50537,Onboarding,High,3.5,0
2025-03-17,TKT-50538,Platform,Low,8.1,0
2025-03-17,TKT-50539,Billing,High,22.8,0
2025-03-17,TKT-50540,Onboarding,High,12.1,0
2025-03-17,TKT-50541,Billing,Medium,33.2,0
2025-03-17,TKT-50542,Platform,Low,15.8,0
2025-03-17,TKT-50543,Billing,Medium,12.6,0
2025-03-17,TKT-50544,Onboarding,Medium,11.5,0
2025-03-18,TKT-50545,Data,Medium,9.5,0
2025-03-18,TKT-50546,Platform,Medium,26.4,0
2025-03-18,TKT-50547,Billing,Medium,12.9,0
2025-03-18,TKT-50548,Platform,Low,11.0,0
2025-03-18,TKT-50549,Billing,Low,7.0,0
2025-03-18,TKT-50550,Billing,Low,8.8,0
2025-03-18,TKT-50551,Onboarding,Urgent,7.8,0
2025-03-19,TKT-50552,Onboarding,Medium,11.9,1
2025-03-19,TKT-50553,Platform,Medium,23.4,0
2025-03-19,TKT-50554,Onboarding,Low,6.0,0
2025-03-19,TKT-50555,Platform,High,5.0,0
2025-03-19,TKT-50556,Data,High,11.1,0
2025-03-19,TKT-50557,Data,Medium,8.6,0
2025-03-19,TKT-50558,Data,Low,9.9,0
2025-03-20,TKT-50559,Billing,High,22.9,0
2025-03-20,TKT-50560,Platform,Medium,3.8,0
2025-03-20,TKT-50561,Billing,Urgent,12.4,0
2025-03-20,TKT-50562,Platform,Urgent,13.9,1
2025-03-20,TKT-50563,Data,High,9.5,1
2025-03-20,TKT-50564,Platform,Low,4.7,0
2025-03-20,TKT-50565,Data,Medium,13.2,1
2025-03-20,TKT-50566,Platform,Low,17.1,0
2025-03-21,TKT-50567,Billing,Medium,6.3,0
2025-03-21,TKT-50568,Billing,Low,21.0,0
2025-03-21,TKT-50569,Data,Low,12.2,0
2025-03-21,TKT-50570,Billing,Low,10.3,0
2025-03-22,TKT-50571,Onboarding,Low,15.3,0
2025-03-22,TKT-50572,Platform,Medium,13.0,1
2025-03-22,TKT-50573,Onboarding,Low,14.3,0
2025-03-22,TKT-50574,Billing,Low,11.4,0
2025-03-22,TKT-50575,Billing,Low,2.8,0
2025-03-22,TKT-50576,Onboarding,Low,11.3,0
2025-03-22,TKT-50577,Billing,High,15.4,1
2025-03-22,TKT-50578,Data,Low,4.8,0
2025-03-22,TKT-50579,Billing,Low,18.0,0
2025-03-23,TKT-50580,Platform,High,26.3,0
2025-03-23,TKT-50581,Onboarding,Medium,23.2,0
2025-03-23,TKT-50582,Billing,Medium,14.1,0
2025-03-23,TKT-50583,Platform,Medium,6.5,0
2025-03-23,TKT-50584,Data,Medium,11.2,1
2025-03-24,TKT-50585,Onboarding,High,12.9,0
2025-03-24,TKT-50586,Platform,Medium,11.6,0
2025-03-24,TKT-50587,Data,Medium,9.2,0
2025-03-24,TKT-50588,Platform,Medium,2.0,0
2025-03-24,TKT-50589,Onboarding,Low,3.4,0
2025-03-24,TKT-50590,Platform,Medium,7.4,0
2025-03-25,TKT-50591,Billing,High,12.3,0
2025-03-25,TKT-50592,Data,Medium,45.5,0
2025-03-25,TKT-50593,Platform,High,30.3,0
2025-03-25,TKT-50594,Platform,High,21.2,0
2025-03-25,TKT-50595,Onboarding,Medium,6.9,0
2025-03-25,TKT-50596,Data,High,27.8,0
2025-03-25,TKT-50597,Onboarding,Low,13.5,0
2025-03-26,TKT-50598,Billing,High,14.6,0
2025-03-26,TKT-50599,Onboarding,High,18.6,1
2025-03-26,TKT-50600,Platform,Urgent,23.3,0
2025-03-26,TKT-50601,Billing,Medium,3.1,1
2025-03-26,TKT-50602,Onboarding,Low,3.2,0
2025-03-26,TKT-50603,Platform,Medium,9.9,0
2025-03-26,TKT-50604,Platform,Low,7.1,0
2025-03-26,TKT-50605,Data,Low,3.0,0
2025-03-27,TKT-50606,Platform,Low,16.9,0
2025-03-27,TKT-50607,Platform,High,14.0,0
2025-03-27,TKT-50608,Billing,Medium,8.2,0
2025-03-28,TKT-50609,Platform,Low,2.9,0
2025-03-28,TKT-50610,Platform,Medium,8.6,1
2025-03-28,TKT-50611,Platform,Low,8.1,0
2025-03-28,TKT-50612,Platform,Urgent,41.3,0
2025-03-28,TKT-50613,Billing,High,14.7,0
2025-03-28,TKT-50614,Billing,Low,5.4,0
2025-03-28,TKT-50615,Platform,Medium,15.5,0
2025-03-29,TKT-50616,Platform,Urgent,16.7,0
2025-03-29,TKT-50617,Billing,Medium,5.8,0
2025-03-29,TKT-50618,Data,Low,11.6,0
2025-03-29,TKT-50619,Onboarding,High,5.2,0
2025-03-29,TKT-50620,Onboarding,Medium,15.1,0
2025-03-29,TKT-50621,Billing,Low,12.1,0
2025-03-29,TKT-50622,Platform,High,5.3,0
2025-03-30,TKT-50623,Data,Low,10.2,0
2025-03-30,TKT-50624,Platform,High,12.7,0
2025-03-30,TKT-50625,Billing,Low,8.6,0
2025-03-30,TKT-50626,Data,Low,5.7,0
2025-03-30,TKT-50627,Billing,High,2.0,0
2025-03-31,TKT-50628,Platform,Medium,20.1,0
2025-03-31,TKT-50629,Platform,Medium,20.4,0
2025-03-31,TKT-50630,Platform,High,5.0,0
2025-03-31,TKT-50631,Billing,Low,40.7,0
2025-03-31,TKT-50632,Data,Medium,44.9,1
2025-03-31,TKT-50633,Onboarding,Medium,12.1,0
2025-03-31,TKT-50634,Platform,Low,17.0,0
2025-03-31,TKT-50635,Data,Urgent,8.3,1
2025-03-31,TKT-50636,Platform,Low,8.3,0
2025-03-31,TKT-50637,Platform,Medium,14.5,0
2025-03-31,TKT-50638,Billing,Low,41.8,1
2025-04-01,TKT-50639,Platform,Medium,11.5,0
2025-04-01,TKT-50640,Platform,Low,6.5,0
2025-04-01,TKT-50641,Onboarding,Low,2.5,0
2025-04-01,TKT-50642,Platform,Low,19.9,0
2025-04-01,TKT-50643,Platform,Medium,18.9,0
2025-04-01,TKT-50644,Platform,High,19.8,0
2025-04-02,TKT-50645,Platform,Medium,24.0,0
2025-04-02,TKT-50646,Onboarding,High,14.1,0
2025-04-02,TKT-50647,Billing,Medium,7.9,0
2025-04-03,TKT-50648,Billing,Medium,1.2,0
2025-04-03,TKT-50649,Data,Urgent,18.8,0
2025-04-03,TKT-50650,Onboarding,Low,14.7,0
2025-04-03,TKT-50651,Platform,High,11.8,0
2025-04-03,TKT-50652,Platform,Medium,16.7,0
2025-04-03,TKT-50653,Onboarding,High,8.0,0
2025-04-03,TKT-50654,Data,Urgent,5.9,0
2025-04-03,TKT-50655,Data,Medium,9.5,1
2025-04-04,TKT-50656,Data,Low,7.5,0
2025-04-04,TKT-50657,Data,Medium,0.8,0
2025-04-04,TKT-50658,Billing,Low,39.7,0
2025-04-04,TKT-50659,Platform,Low,17.4,0
2025-04-04,TKT-50660,Platform,Low,10.9,0
2025-04-04,TKT-50661,Data,Low,14.6,0
2025-04-04,TKT-50662,Data,Low,10.5,1
2025-04-04,TKT-50663,Onboarding,Medium,5.4,1
2025-04-04,TKT-50664,Platform,Low,23.0,0
2025-04-04,TKT-50665,Platform,High,53.9,0
2025-04-04,TKT-50666,Data,High,37.3,1
2025-04-04,TKT-50667,Data,Low,6.7,0
2025-04-05,TKT-50668,Onboarding,Low,15.9,0
2025-04-05,TKT-50669,Platform,Low,12.7,0
2025-04-05,TKT-50670,Onboarding,Low,11.9,0
2025-04-05,TKT-50671,Billing,Low,4.7,0
2025-04-05,TKT-50672,Onboarding,Low,4.4,0
2025-04-05,TKT-50673,Onboarding,Medium,6.6,1
2025-04-06,TKT-50674,Billing,Low,8.7,0
2025-04-06,TKT-50675,Onboarding,Low,20.7,0
2025-04-06,TKT-50676,Billing,Low,10.8,0
2025-04-06,TKT-50677,Billing,Medium,6.5,0
2025-04-06,TKT-50678,Platform,Low,12.9,0
2025-04-06,TKT-50679,Data,Medium,10.1,0
2025-04-06,TKT-50680,Onboarding,Medium,23.6,0
2025-04-06,TKT-50681,Platform,Low,5.7,0
2025-04-06,TKT-50682,Onboarding,High,4.9,0
2025-04-07,TKT-50683,Platform,Low,7.9,0
2025-04-07,TKT-50684,Data,Low,11.9,0
2025-04-07,TKT-50685,Billing,High,15.9,0
2025-04-07,TKT-50686,Billing,Medium,6.8,0
2025-04-07,TKT-50687,Platform,Medium,6.1,1
2025-04-07,TKT-50688,Billing,High,8.2,0
2025-04-07,TKT-50689,Onboarding,Low,3.1,1
2025-04-07,TKT-50690,Billing,Medium,12.3,0
2025-04-07,TKT-50691,Platform,Low,26.9,0
2025-04-07,TKT-50692,Data,Medium,13.7,0
2025-04-07,TKT-50693,Onboarding,Low,37.0,0
2025-04-07,TKT-50694,Data,Medium,6.5,0
2025-04-08,TKT-50695,Platform,Medium,4.2,0
2025-04-08,TKT-50696,Billing,Medium,9.8,0
2025-04-08,TKT-50697,Data,Medium,9.5,0
2025-04-08,TKT-50698,Platform,Medium,20.3,1
2025-04-08,TKT-50699,Onboarding,High,26.8,0
2025-04-08,TKT-50700,Data,Medium,10.6,0
2025-04-08,TKT-50701,Onboarding,Medium,17.5,1
2025-04-09,TKT-50702,Platform,Low,3.9,0
2025-04-09,TKT-50703,Billing,Medium,8.3,0
2025-04-09,TKT-50704,Platform,Low,3.9,0
2025-04-09,TKT-50705,Onboarding,Urgent,12.8,0
2025-04-09,TKT-50706,Data,High,8.9,0
2025-04-09,TKT-50707,Platform,Medium,15.5,0
2025-04-09,TKT-50708,Platform,Medium,8.8,0
2025-04-09,TKT-50709,Billing,Low,6.2,0
2025-04-09,TKT-50710,Data,Medium,6.3,0
2025-04-09,TKT-50711,Platform,High,6.5,0
2025-04-10,TKT-50712,Data,High,7.3,0
2025-04-10,TKT-50713,Billing,Urgent,12.1,0
2025-04-10,TKT-50714,Onboarding,High,15.8,0
2025-04-10,TKT-50715,Platform,Medium,35.1,0
2025-04-10,TKT-50716,Platform,Medium,41.9,0
2025-04-10,TKT-50717,Data,High,4.9,0
2025-04-10,TKT-50718,Billing,Low,12.6,1
2025-04-10,TKT-50719,Onboarding,Medium,25.9,0
2025-04-10,TKT-50720,Platform,Urgent,12.9,0
2025-04-10,TKT-50721,Billing,High,27.8,0
2025-04-11,TKT-50722,Platform,Medium,29.3,0
2025-04-11,TKT-50723,Data,Low,6.8,0
2025-04-11,TKT-50724,Platform,Low,44.8,0
2025-04-11,TKT-50725,Onboarding,High,1.3,0
2025-04-11,TKT-50726,Platform,Low,17.4,0
2025-04-11,TKT-50727,Billing,High,19.5,1
2025-04-11,TKT-50728,Data,Medium,25.4,1
2025-04-12,TKT-50729,Platform,Low,2.3,0
2025-04-12,TKT-50730,Onboarding,Medium,9.1,0
2025-04-12,TKT-50731,Platform,Low,48.1,0
2025-04-12,TKT-50732,Platform,Low,37.2,1
2025-04-12,TKT-50733,Platform,High,28.8,0
2025-04-12,TKT-50734,Billing,Medium,21.0,0
2025-04-12,TKT-50735,Platform,Urgent,13.9,1
2025-04-12,TKT-50736,Billing,Low,42.1,0
2025-04-13,TKT-50737,Billing,Medium,13.2,0
2025-04-13,TKT-50738,Data,Medium,4.3,0
2025-04-13,TKT-50739,Billing,Medium,16.7,1
2025-04-13,TKT-50740,Onboarding,Medium,28.4,0
2025-04-13,TKT-50741,Billing,Low,5.2,0
2025-04-13,TKT-50742,Platform,Medium,2.0,0
2025-04-14,TKT-50743,Onboarding,Medium,9.0,0
2025-04-14,TKT-50744,Billing,Low,1.4,0
2025-04-14,TKT-50745,Onboarding,Medium,9.9,0
2025-04-14,TKT-50746,Onboarding,Medium,5.7,0
2025-04-14,TKT-50747,Billing,High,2.2,0
2025-04-15,TKT-50748,Billing,Medium,24.2,0
2025-04-15,TKT-50749,Data,High,13.5,0
2025-04-15,TKT-50750,Onboarding,High,10.8,0
2025-04-15,TKT-50751,Platform,Low,30.8,0
2025-04-16,TKT-50752,Data,High,10.5,0
2025-04-16,TKT-50753,Data,Medium,11.3,0
2025-04-16,TKT-50754,Data,Low,4.2,0
2025-04-16,TKT-50755,Billing,High,7.1,1
2025-04-16,TKT-50756,Onboarding,Medium,20.7,0
2025-04-16,TKT-50757,Billing,Low,7.4,0
2025-04-17,TKT-50758,Billing,Medium,15.2,0
2025-04-17,TKT-50759,Platform,Low,22.8,0
2025-04-17,TKT-50760,Platform,Medium,17.2,0
2025-04-17,TKT-50761,Onboarding,Low,1.5,0
2025-04-17,TKT-50762,Onboarding,Low,10.3,0
2025-04-17,TKT-50763,Platform,Low,31.1,0
2025-04-17,TKT-50764,Onboarding,Low,7.1,1
2025-04-18,TKT-50765,Data,Low,4.1,0
2025-04-18,TKT-50766,Onboarding,Low,8.3,0
2025-04-18,TKT-50767,Platform,Low,17.4,0
2025-04-18,TKT-50768,Platform,Medium,18.5,0
2025-04-18,TKT-50769,Platform,Low,19.3,0
2025-04-18,TKT-50770,Platform,Urgent,11.3,0
2025-04-18,TKT-50771,Platform,Medium,22.7,0
2025-04-18,TKT-50772,Data,Low,5.1,0
2025-04-18,TKT-50773,Onboarding,Low,15.7,0
2025-04-19,TKT-50774,Platform,Medium,8.5,0
2025-04-19,TKT-50775,Onboarding,High,41.6,0
2025-04-20,TKT-50776,Billing,Low,15.9,0
2025-04-20,TKT-50777,Platform,Medium,17.7,0
2025-04-20,TKT-50778,Onboarding,High,13.8,0
2025-04-20,TKT-50779,Billing,Medium,15.0,0
2025-04-20,TKT-50780,Platform,Low,5.6,0
2025-04-20,TKT-50781,Platform,Low,20.9,1
2025-04-21,TKT-50782,Billing,Medium,10.6,0
2025-04-21,TKT-50783,Platform,Medium,4.1,1
2025-04-21,TKT-50784,Platform,High,2.5,0
2025-04-21,TKT-50785,Platform,Low,12.9,0
2025-04-21,TKT-50786,Platform,High,4.1,0
2025-04-21,TKT-50787,Onboarding,Low,8.7,0
2025-04-21,TKT-50788,Onboarding,High,6.0,0
2025-04-21,TKT-50789,Platform,High,21.1,1
2025-04-22,TKT-50790,Billing,Medium,6.3,0
2025-04-22,TKT-50791,Billing,Medium,33.4,0
2025-04-22,TKT-50792,Data,Low,7.3,0
2025-04-22,TKT-50793,Platform,High,14.8,0
2025-04-22,TKT-50794,Onboarding,Low,10.4,1
2025-04-22,TKT-50795,Billing,Low,5.7,0
2025-04-22,TKT-50796,Data,Medium,29.5,0
2025-04-22,TKT-50797,Data,Low,11.3,0
2025-04-23,TKT-50798,Billing,Low,7.2,0
2025-04-23,TKT-50799,Billing,Medium,15.4,0
2025-04-23,TKT-50800,Platform,Urgent,12.7,0
2025-04-23,TKT-50801,Data,Medium,6.9,0
2025-04-23,TKT-50802,Onboarding,Medium,4.8,0
2025-04-23,TKT-50803,Billing,Low,17.6,0
2025-04-23,TKT-50804,Onboarding,High,25.8,1
2025-04-24,TKT-50805,Billing,Low,2.0,1
2025-04-24,TKT-50806,Onboarding,Medium,22.8,1
2025-04-24,TKT-50807,Onboarding,High,18.1,1
2025-04-24,TKT-50808,Onboarding,Low,9.6,0
2025-04-24,TKT-50809,Platform,High,2.2,0
2025-04-24,TKT-50810,Billing,Medium,19.6,0
2025-04-24,TKT-50811,Data,Medium,9.8,1
2025-04-24,TKT-50812,Billing,Urgent,20.2,0
2025-04-25,TKT-50813,Billing,Medium,3.4,1
2025-04-25,TKT-50814,Onboarding,Medium,3.2,0
2025-04-25,TKT-50815,Onboarding,Low,6.4,1
2025-04-25,TKT-50816,Data,Medium,32.4,0
2025-04-26,TKT-50817,Platform,Low,7.2,0
2025-04-26,TKT-50818,Platform,Medium,20.8,1
2025-04-26,TKT-50819,Data,Low,20.6,0
2025-04-26,TKT-50820,Platform,High,5.3,0
2025-04-26,TKT-50821,Billing,Low,18.4,0
2025-04-26,TKT-50822,Data,Medium,38.2,0
2025-04-27,TKT-50823,Billing,High,4.1,0
2025-04-27,TKT-50824,Data,Medium,37.8,0
2025-04-27,TKT-50825,Data,Low,10.2,0
2025-04-27,TKT-50826,Data,Low,11.9,1
2025-04-27,TKT-50827,Platform,Medium,29.2,0
2025-04-27,TKT-50828,Billing,Low,6.0,0
2025-04-27,TKT-50829,Platform,Medium,29.7,0
2025-04-28,TKT-50830,Platform,Medium,11.4,0
2025-04-28,TKT-50831,Onboarding,Low,21.8,0
2025-04-28,TKT-50832,Platform,Low,37.2,0
2025-04-28,TKT-50833,Onboarding,Medium,42.3,0
2025-04-28,TKT-50834,Billing,Medium,16.9,0
2025-04-28,TKT-50835,Billing,Medium,12.7,0
2025-04-28,TKT-50836,Billing,Low,35.5,0
2025-04-28,TKT-50837,Platform,Medium,6.3,1
2025-04-28,TKT-50838,Onboarding,Low,20.0,0
2025-04-29,TKT-50839,Billing,High,13.3,0
2025-04-29,TKT-50840,Data,Low,15.8,0
2025-04-29,TKT-50841,Platform,High,5.1,0
2025-04-29,TKT-50842,Data,High,12.8,1
2025-04-29,TKT-50843,Onboarding,High,3.2,0
2025-04-29,TKT-50844,Billing,High,12.6,0
2025-04-29,TKT-50845,Onboarding,Medium,30.6,0
2025-04-29,TKT-50846,Onboarding,Medium,32.2,0
2025-04-29,TKT-50847,Platform,Low,29.5,0
2025-04-29,TKT-50848,Billing,Medium,16.4,0
2025-04-29,TKT-50849,Onboarding,Medium,27.9,0
2025-04-29,TKT-50850,Platform,Medium,5.6,0
2025-04-29,TKT-50851,Platform,Low,5.3,0
2025-04-29,TKT-50852,Platform,High,16.0,0
2025-04-29,TKT-50853,Onboarding,Medium,12.3,0
2025-04-30,TKT-50854,Billing,Low,18.4,0
2025-04-30,TKT-50855,Onboarding,High,4.8,1
2025-04-30,TKT-50856,Billing,Low,6.9,1
2025-04-30,TKT-50857,Onboarding,Medium,23.6,0
2025-04-30,TKT-50858,Platform,High,16.0,0
2025-04-30,TKT-50859,Billing,Urgent,12.8,0
2025-04-30,TKT-50860,Platform,High,12.9,0
2025-04-30,TKT-50861,Onboarding,Low,26.1,0
2025-04-30,TKT-50862,Billing,Low,13.2,1
2025-04-30,TKT-50863,Platform,Low,8.5,0
2025-05-01,TKT-50864,Data,Urgent,3.8,0
2025-05-01,TKT-50865,Billing,Low,2.9,0
2025-05-01,TKT-50866,Billing,Urgent,9.2,1
2025-05-01,TKT-50867,Platform,Medium,38.9,1
2025-05-01,TKT-50868,Billing,Medium,7.2,0
2025-05-01,TKT-50869,Onboarding,Medium,14.7,0
2025-05-01,TKT-50870,Platform,Low,15.4,1
2025-05-02,TKT-50871,Billing,Medium,15.4,0
2025-05-02,TKT-50872,Platform,Medium,4.8,0
2025-05-02,TKT-50873,Billing,Low,18.7,0
2025-05-02,TKT-50874,Data,Low,6.9,0
2025-05-02,TKT-50875,Onboarding,High,22.0,0
2025-05-03,TKT-50876,Data,Low,8.9,0
2025-05-03,TKT-50877,Billing,Low,30.7,0
2025-05-03,TKT-50878,Platform,Medium,10.9,0
2025-05-03,TKT-50879,Billing,Low,7.5,0
2025-05-03,TKT-50880,Platform,Low,7.2,1
2025-05-03,TKT-50881,Data,Medium,7.2,0
2025-05-03,TKT-50882,Data,Low,7.6,0
2025-05-03,TKT-50883,Onboarding,High,10.8,0
2025-05-03,TKT-50884,Billing,Low,12.0,0
2025-05-04,TKT-50885,Data,Medium,21.1,0
2025-05-04,TKT-50886,Data,Low,12.4,0
2025-05-04,TKT-50887,Platform,Medium,0.8,0
2025-05-04,TKT-50888,Platform,Urgent,17.3,0
2025-05-04,TKT-50889,Billing,Low,5.2,0
2025-05-05,TKT-50890,Billing,Low,16.1,0
2025-05-05,TKT-50891,Data,High,0.7,0
2025-05-05,TKT-50892,Billing,High,8.9,0
2025-05-05,TKT-50893,Data,Low,29.9,0
2025-05-05,TKT-50894,Data,Low,7.8,1
2025-05-05,TKT-50895,Billing,High,26.1,0
2025-05-05,TKT-50896,Billing,Low,8.6,0
2025-05-05,TKT-50897,Onboarding,High,11.4,0
2025-05-05,TKT-50898,Data,Low,10.2,0
2025-05-06,TKT-50899,Billing,Medium,18.8,0
2025-05-06,TKT-50900,Platform,Low,4.3,0
2025-05-06,TKT-50901,Platform,Medium,38.0,0
2025-05-06,TKT-50902,Billing,Medium,10.7,1
2025-05-06,TKT-50903,Billing,Medium,20.9,0
2025-05-06,TKT-50904,Onboarding,High,16.0,0
2025-05-06,TKT-50905,Onboarding,Low,29.4,0
2025-05-06,TKT-50906,Onboarding,Low,16.4,0
2025-05-07,TKT-50907,Billing,Medium,3.9,0
2025-05-07,TKT-50908,Platform,Medium,9.6,0
2025-05-08,TKT-50909,Billing,Low,12.1,0
2025-05-08,TKT-50910,Platform,High,15.1,1
2025-05-08,TKT-50911,Platform,Medium,12.9,0
2025-05-08,TKT-50912,Platform,Medium,16.2,0
2025-05-08,TKT-50913,Platform,High,14.0,0
2025-05-09,TKT-50914,Billing,Medium,19.0,0
2025-05-09,TKT-50915,Data,Medium,7.9,0
2025-05-09,TKT-50916,Billing,Low,30.8,0
2025-05-09,TKT-50917,Platform,Medium,12.5,0
2025-05-09,TKT-50918,Data,Low,22.2,0
2025-05-09,TKT-50919,Platform,Urgent,4.1,0
2025-05-09,TKT-50920,Platform,Low,34.9,0
2025-05-10,TKT-50921,Onboarding,Low,11.2,0
2025-05-10,TKT-50922,Platform,Low,23.1,0
2025-05-10,TKT-50923,Onboarding,High,17.4,0
2025-05-10,TKT-50924,Data,Low,9.5,0
2025-05-10,TKT-50925,Data,High,13.7,0
2025-05-10,TKT-50926,Billing,Medium,20.6,0
2025-05-11,TKT-50927,Onboarding,High,4.3,0
2025-05-11,TKT-50928,Onboarding,Low,8.5,0
2025-05-11,TKT-50929,Onboarding,Medium,8.0,0
2025-05-11,TKT-50930,Platform,Medium,21.0,0
2025-05-11,TKT-50931,Platform,Low,14.2,0
2025-05-11,TKT-50932,Onboarding,Medium,13.8,0
2025-05-11,TKT-50933,Billing,High,2.7,0
2025-05-11,TKT-50934,Platform,Low,27.5,0
2025-05-12,TKT-50935,Platform,Low,8.6,1
2025-05-12,TKT-50936,Billing,Medium,9.5,0
2025-05-12,TKT-50937,Platform,Low,24.2,0
2025-05-12,TKT-50938,Platform,Medium,34.3,0
2025-05-12,TKT-50939,Billing,High,10.3,0
2025-05-12,TKT-50940,Onboarding,High,10.7,0
2025-05-12,TKT-50941,Billing,Urgent,23.0,0
2025-05-12,TKT-50942,Onboarding,Medium,11.3,0
2025-05-12,TKT-50943,Platform,Urgent,26.6,0
2025-05-13,TKT-50944,Platform,High,10.9,0
2025-05-13,TKT-50945,Onboarding,Low,6.1,0
2025-05-13,TKT-50946,Data,Low,32.9,0
2025-05-13,TKT-50947,Billing,Medium,14.0,0
2025-05-13,TKT-50948,Data,Low,5.9,0
2025-05-13,TKT-50949,Platform,Low,8.0,0
2025-05-14,TKT-50950,Data,Low,26.1,1
2025-05-14,TKT-50951,Platform,Medium,1.2,0
2025-05-14,TKT-50952,Platform,Medium,7.5,0
2025-05-14,TKT-50953,Platform,Low,17.5,0
2025-05-14,TKT-50954,Platform,Low,19.3,0
2025-05-14,TKT-50955,Billing,Low,28.1,0
2025-05-14,TKT-50956,Billing,Low,18.5,0
2025-05-15,TKT-50957,Billing,Medium,19.1,0
2025-05-15,TKT-50958,Platform,Low,5.7,0
2025-05-15,TKT-50959,Billing,High,2.2,0
2025-05-15,TKT-50960,Billing,Medium,11.9,0
2025-05-15,TKT-50961,Billing,Medium,19.5,0
2025-05-15,TKT-50962,Billing,Medium,16.7,0
2025-05-15,TKT-50963,Billing,Medium,14.2,0
2025-05-16,TKT-50964,Onboarding,Medium,29.7,0
2025-05-16,TKT-50965,Platform,Low,21.1,0
2025-05-16,TKT-50966,Platform,Medium,2.0,0
2025-05-16,TKT-50967,Data,Low,26.8,0
2025-05-16,TKT-50968,Billing,Low,20.2,0
2025-05-16,TKT-50969,Onboarding,Low,3.4,0
2025-05-16,TKT-50970,Data,Low,9.6,0
2025-05-16,TKT-50971,Data,Low,13.0,0
2025-05-16,TKT-50972,Platform,Medium,17.8,0
2025-05-17,TKT-50973,Billing,High,36.5,0
2025-05-17,TKT-50974,Onboarding,Medium,10.7,0
2025-05-17,TKT-50975,Platform,Medium,16.9,1
2025-05-17,TKT-50976,Billing,Medium,14.3,0
2025-05-17,TKT-50977,Billing,Medium,21.5,0
2025-05-17,TKT-50978,Data,Low,18.7,0
2025-05-17,TKT-50979,Platform,Medium,13.4,0
2025-05-17,TKT-50980,Platform,Urgent,23.3,0
2025-05-18,TKT-50981,Platform,Medium,7.2,0
2025-05-18,TKT-50982,Platform,Medium,7.6,0
2025-05-18,TKT-50983,Platform,Low,18.2,1
2025-05-18,TKT-50984,Onboarding,Medium,2.9,0
2025-05-18,TKT-50985,Billing,Medium,8.1,0
2025-05-18,TKT-50986,Platform,Medium,18.3,0
2025-05-18,TKT-50987,Platform,Low,1.4,0
2025-05-18,TKT-50988,Platform,High,16.8,0
2025-05-18,TKT-50989,Billing,High,17.4,0
2025-05-19,TKT-50990,Platform,Low,9.6,0
2025-05-19,TKT-50991,Onboarding,Medium,11.5,0
2025-05-19,TKT-50992,Data,Low,19.6,1
2025-05-19,TKT-50993,Data,Medium,0.8,1
2025-05-19,TKT-50994,Billing,Low,15.2,0
2025-05-19,TKT-50995,Billing,High,30.1,0
2025-05-20,TKT-50996,Platform,Medium,10.9,0
2025-05-20,TKT-50997,Data,Medium,6.4,0
2025-05-20,TKT-50998,Platform,Urgent,6.8,0
2025-05-20,TKT-50999,Data,Medium,7.7,0
2025-05-20,TKT-51000,Platform,Low,3.2,0
2025-05-20,TKT-51001,Billing,Low,17.4,0
2025-05-21,TKT-51002,Data,Low,1.2,0
2025-05-21,TKT-51003,Platform,Medium,19.0,0
2025-05-21,TKT-51004,Platform,Medium,12.0,0
2025-05-21,TKT-51005,Billing,Urgent,27.9,0
2025-05-21,TKT-51006,Data,Medium,18.2,0
2025-05-21,TKT-51007,Platform,Low,8.7,0
2025-05-22,TKT-51008,Billing,Medium,30.2,0
2025-05-22,TKT-51009,Platform,Low,4.2,0
2025-05-22,TKT-51010,Billing,Medium,23.9,0
2025-05-22,TKT-51011,Platform,Medium,5.7,0
