Order Date,Order ID,Category,Channel,Units,Revenue
2024-08-14,SO-700501,Apparel,Web,2,97.22
2024-08-14,SO-700502,Home,Marketplace,3,41.82
2024-08-14,SO-700503,Home,Marketplace,4,545.96
2024-08-14,SO-700504,Apparel,Retail,1,99.01
2024-08-14,SO-700505,Apparel,Web,-5,-372.4
2024-08-14,SO-700506,Outdoor,Web,-3,-49.23
2024-08-15,SO-700507,Outdoor,Web,-1,-50.8
2024-08-15,SO-700508,Apparel,Web,-5,-132.15
2024-08-15,SO-700509,Electronics,Web,-5,-160.95
2024-08-15,SO-700510,Home,Web,4,144.72
2024-08-15,SO-700511,Home,Marketplace,1,20.29
2024-08-15,SO-700512,Electronics,Marketplace,-5,-102.35
2024-08-15,SO-700513,Apparel,Web,4,419.64
2024-08-15,SO-700514,Apparel,Web,3,221.22
2024-08-15,SO-700515,Home,Web,-3,-121.44
2024-08-15,SO-700516,Apparel,Marketplace,5,187.6
2024-08-15,SO-700517,Home,Marketplace,5,627.85
2024-08-16,SO-700518,Apparel,Web,2,135.78
2024-08-16,SO-700519,Electronics,Retail,2,175.12
2024-08-16,SO-700520,Apparel,Web,4,123.92
2024-08-16,SO-700521,Home,Retail,1,34.17
2024-08-16,SO-700522,Home,Web,1,198.23
2024-08-16,SO-700523,Home,Retail,5,280.75
2024-08-16,SO-700524,Electronics,Retail,2,216.04
2024-08-16,SO-700525,Electronics,Marketplace,5,384.8
2024-08-17,SO-700526,Apparel,Web,2,104.26
2024-08-17,SO-700527,Electronics,Web,4,173.4
2024-08-17,SO-700528,Apparel,Marketplace,4,330.6
2024-08-18,SO-700529,Electronics,Retail,4,524.12
2024-08-18,SO-700530,Apparel,Web,2,140.16
2024-08-18,SO-700531,Home,Web,1,84.0
2024-08-18,SO-700532,Home,Web,2,136.26
2024-08-18,SO-700533,Home,Web,1,49.12
2024-08-18,SO-700534,Electronics,Web,2,174.68
2024-08-18,SO-700535,Electronics,Web,1,116.18
2024-08-18,SO-700536,Home,Marketplace,4,196.08
2024-08-18,SO-700537,Apparel,Marketplace,5,517.55
2024-08-19,SO-700538,Electronics,Marketplace,3,205.74
2024-08-19,SO-700539,Electronics,Retail,3,93.33
2024-08-19,SO-700540,Home,Retail,1,164.5
2024-08-19,SO-700541,Apparel,Web,3,187.71
2024-08-19,SO-700542,Electronics,Web,1,147.44
2024-08-19,SO-700543,Apparel,Web,1,98.56
2024-08-19,SO-700544,Outdoor,Web,4,171.24
2024-08-20,SO-700545,Home,Web,2,115.78
2024-08-20,SO-700546,Home,Web,2,300.68
2024-08-20,SO-700547,Home,Retail,3,218.55
2024-08-20,SO-700548,Apparel,Web,1,21.61
2024-08-20,SO-700549,Electronics,Web,4,184.72
2024-08-20,SO-700550,Outdoor,Web,4,526.0
2024-08-20,SO-700551,Outdoor,Web,-3,-329.28
2024-08-20,SO-700552,Home,Web,4,165.04
2024-08-20,SO-700553,Apparel,Web,2,226.74
2024-08-21,SO-700554,Apparel,Web,2,59.82
2024-08-21,SO-700555,Electronics,Marketplace,5,187.95
2024-08-21,SO-700556,Apparel,Web,5,709.6
2024-08-21,SO-700557,Home,Web,-4,-203.12
2024-08-21,SO-700558,Electronics,Marketplace,2,157.28
2024-08-21,SO-700559,Apparel,Web,-2,-39.54
2024-08-21,SO-700560,Apparel,Web,1,33.9
2024-08-21,SO-700561,Apparel,Web,4,453.48
2024-08-21,SO-700562,Home,Web,3,130.98
2024-08-21,SO-700563,Apparel,Web,5,378.5
2024-08-21,SO-700564,Home,Web,4,219.92
2024-08-21,SO-700565,Home,Marketplace,1,104.59
2024-08-22,SO-700566,Apparel,Retail,3,135.57
2024-08-22,SO-700567,Home,Marketplace,1,140.45
2024-08-22,SO-700568,Apparel,Retail,2,116.1
2024-08-22,SO-700569,Home,Marketplace,1,24.42
2024-08-22,SO-700570,Electronics,Web,3,145.35
2024-08-22,SO-700571,Home,Marketplace,5,278.3
2024-08-23,SO-700572,Apparel,Retail,1,72.78
2024-08-23,SO-700573,Electronics,Retail,3,171.51
2024-08-23,SO-700574,Outdoor,Marketplace,5,63.2
2024-08-23,SO-700575,Apparel,Marketplace,1,73.55
2024-08-23,SO-700576,Home,Web,4,91.84
2024-08-23,SO-700577,Electronics,Web,1,111.16
2024-08-23,SO-700578,Home,Marketplace,3,300.48
2024-08-23,SO-700579,Apparel,Marketplace,2,144.92
2024-08-23,SO-700580,Electronics,Web,2,149.04
2024-08-23,SO-700581,Home,Web,1,68.49
2024-08-23,SO-700582,Apparel,Web,4,546.8
2024-08-23,SO-700583,Apparel,Retail,4,202.72
2024-08-23,SO-700584,Electronics,Web,-4,-396.48
2024-08-23,SO-700585,Electronics,Web,4,143.84
2024-08-24,SO-700586,Electronics,Web,4,347.64
2024-08-24,SO-700587,Outdoor,Marketplace,-3,-192.96
2024-08-24,SO-700588,Outdoor,Marketplace,2,57.76
2024-08-24,SO-700589,Outdoor,Web,4,371.04
2024-08-24,SO-700590,Outdoor,Marketplace,2,57.88
2024-08-25,SO-700591,Electronics,Marketplace,3,283.71
2024-08-25,SO-700592,Apparel,Web,-2,-218.02
2024-08-25,SO-700593,Apparel,Web,4,515.2
2024-08-25,SO-700594,Apparel,Web,3,155.37
2024-08-25,SO-700595,Apparel,Web,1,64.12
2024-08-25,SO-700596,Outdoor,Web,4,325.8
2024-08-25,SO-700597,Electronics,Marketplace,-4,-251.52
2024-08-26,SO-700598,Apparel,Web,1,87.35
2024-08-26,SO-700599,Outdoor,Marketplace,4,146.24
2024-08-26,SO-700600,Apparel,Web,4,339.4
2024-08-26,SO-700601,Apparel,Retail,4,578.92
2024-08-26,SO-700602,Home,Retail,1,35.81
2024-08-26,SO-700603,Apparel,Marketplace,5,456.75
2024-08-26,SO-700604,Apparel,Marketplace,1,149.04
2024-08-26,SO-700605,Outdoor,Marketplace,5,427.95
2024-08-26,SO-700606,Electronics,Marketplace,4,264.16
2024-08-27,SO-700607,Apparel,Marketplace,1,200.29
2024-08-27,SO-700608,Electronics,Marketplace,3,284.94
2024-08-27,SO-700609,Apparel,Web,3,136.05
2024-08-27,SO-700610,Home,Retail,-4,-630.36
2024-08-27,SO-700611,Home,Web,2,116.6
2024-08-27,SO-700612,Home,Web,4,239.48
2024-08-27,SO-700613,Outdoor,Web,4,149.8
2024-08-27,SO-700614,Outdoor,Retail,2,123.68
2024-08-27,SO-700615,Outdoor,Retail,2,152.36
2024-08-28,SO-700616,Home,Marketplace,4,265.64
2024-08-28,SO-700617,Apparel,Web,1,133.08
2024-08-28,SO-700618,Apparel,Web,2,56.86
2024-08-28,SO-700619,Electronics,Web,3,367.17
2024-08-28,SO-700620,Home,Marketplace,3,110.46
2024-08-28,SO-700621,Apparel,Web,5,763.85
2024-08-28,SO-700622,Outdoor,Web,5,302.25
2024-08-28,SO-700623,Electronics,Marketplace,2,68.52
2024-08-29,SO-700624,Electronics,Web,3,128.43
2024-08-29,SO-700625,Home,Web,1,97.21
2024-08-29,SO-700626,Home,Web,5,234.75
2024-08-29,SO-700627,Outdoor,Marketplace,2,176.14
2024-08-29,SO-700628,Apparel,Web,5,688.2
2024-08-29,SO-700629,Home,Marketplace,4,516.6
2024-08-30,SO-700630,Electronics,Web,5,409.85
2024-08-30,SO-700631,Home,Marketplace,5,476.05
2024-08-30,SO-700632,Outdoor,Web,1,23.06
2024-08-30,SO-700633,Home,Retail,4,246.6
2024-08-30,SO-700634,Home,Web,1,63.0
2024-08-31,SO-700635,Apparel,Retail,4,284.68
2024-08-31,SO-700636,Apparel,Marketplace,1,30.96
2024-08-31,SO-700637,Electronics,Web,2,111.94
2024-08-31,SO-700638,Apparel,Web,1,72.53
2024-08-31,SO-700639,Electronics,Marketplace,1,86.69
2024-08-31,SO-700640,Apparel,Web,1,26.11
2024-08-31,SO-700641,Apparel,Web,4,285.56
2024-08-31,SO-700642,Home,Retail,4,547.0
2024-08-31,SO-700643,Outdoor,Marketplace,1,91.39
2024-08-31,SO-700644,Apparel,Web,2,183.32
2024-08-31,SO-700645,Electronics,Retail,1,84.84
2024-09-01,SO-700646,Outdoor,Web,3,317.73
2024-09-01,SO-700647,Apparel,Retail,5,285.65
2024-09-01,SO-700648,Electronics,Marketplace,5,454.9
2024-09-01,SO-700649,Apparel,Marketplace,2,133.9
2024-09-01,SO-700650,Home,Web,5,441.75
2024-09-01,SO-700651,Apparel,Retail,1,36.09
2024-09-02,SO-700652,Apparel,Web,-4,-163.04
2024-09-02,SO-700653,Home,Web,5,324.8
2024-09-03,SO-700654,Electronics,Marketplace,5,485.55
2024-09-03,SO-700655,Electronics,Web,4,547.28
2024-09-03,SO-700656,Electronics,Web,3,422.34
2024-09-03,SO-700657,Electronics,Marketplace,1,21.2
2024-09-03,SO-700658,Outdoor,Web,1,114.72
2024-09-03,SO-700659,Electronics,Web,2,80.14
2024-09-03,SO-700660,Apparel,Marketplace,1,65.79
2024-09-03,SO-700661,Apparel,Web,3,176.58
2024-09-03,SO-700662,Apparel,Marketplace,3,263.07
2024-09-03,SO-700663,Outdoor,Web,5,282.75
2024-09-03,SO-700664,Home,Web,3,193.8
2024-09-03,SO-700665,Apparel,Web,2,143.9
2024-09-03,SO-700666,Outdoor,Web,3,65.04
2024-09-03,SO-700667,Apparel,Web,2,91.32
2024-09-04,SO-700668,Apparel,Retail,4,311.88
2024-09-04,SO-700669,Apparel,Web,-1,-207.1
2024-09-04,SO-700670,Electronics,Retail,4,319.04
2024-09-04,SO-700671,Electronics,Retail,1,27.55
2024-09-04,SO-700672,Electronics,Retail,2,76.28
2024-09-04,SO-700673,Apparel,Marketplace,1,37.6
2024-09-04,SO-700674,Electronics,Marketplace,2,168.52
2024-09-05,SO-700675,Home,Retail,1,15.93
2024-09-05,SO-700676,Electronics,Marketplace,5,201.3
2024-09-05,SO-700677,Home,Web,1,53.58
2024-09-05,SO-700678,Home,Web,4,227.76
2024-09-05,SO-700679,Electronics,Web,3,349.05
2024-09-06,SO-700680,Home,Web,5,433.1
2024-09-06,SO-700681,Electronics,Web,5,330.85
2024-09-06,SO-700682,Home,Marketplace,2,48.62
2024-09-07,SO-700683,Apparel,Web,2,72.18
2024-09-07,SO-700684,Electronics,Web,2,169.18
2024-09-07,SO-700685,Apparel,Retail,1,72.23
2024-09-07,SO-700686,Electronics,Retail,4,199.0
2024-09-07,SO-700687,Electronics,Web,3,122.73
2024-09-07,SO-700688,Outdoor,Web,4,534.48
2024-09-08,SO-700689,Outdoor,Web,-1,-47.19
2024-09-08,SO-700690,Home,Web,5,563.7
2024-09-08,SO-700691,Outdoor,Retail,3,277.05
2024-09-08,SO-700692,Home,Retail,3,564.33
2024-09-08,SO-700693,Electronics,Marketplace,3,77.49
2024-09-08,SO-700694,Home,Web,3,38.04
2024-09-08,SO-700695,Electronics,Web,5,526.6
2024-09-09,SO-700696,Apparel,Web,1,56.08
2024-09-09,SO-700697,Apparel,Web,3,112.26
2024-09-09,SO-700698,Electronics,Web,2,190.64
2024-09-09,SO-700699,Home,Web,2,110.76
2024-09-09,SO-700700,Apparel,Web,3,88.89
2024-09-09,SO-700701,Apparel,Retail,1,24.0
2024-09-09,SO-700702,Outdoor,Web,1,141.65
2024-09-09,SO-700703,Apparel,Retail,2,54.08
2024-09-09,SO-700704,Apparel,Web,5,466.9
2024-09-09,SO-700705,Home,Web,4,468.64
2024-09-09,SO-700706,Home,Web,2,129.3
2024-09-10,SO-700707,Outdoor,Web,5,337.2
2024-09-10,SO-700708,Home,Web,5,168.25
2024-09-10,SO-700709,Electronics,Marketplace,1,72.41
2024-09-10,SO-700710,Apparel,Marketplace,4,324.8
2024-09-10,SO-700711,Apparel,Marketplace,3,345.9
2024-09-10,SO-700712,Home,Web,2,107.42
2024-09-11,SO-700713,Home,Web,2,43.28
2024-09-11,SO-700714,Apparel,Marketplace,1,72.01
2024-09-11,SO-700715,Electronics,Web,4,664.88
2024-09-11,SO-700716,Apparel,Retail,3,564.0
2024-09-11,SO-700717,Home,Web,4,164.4
2024-09-11,SO-700718,Apparel,Retail,2,96.64
2024-09-11,SO-700719,Home,Web,5,63.9
2024-09-11,SO-700720,Home,Marketplace,3,358.32
2024-09-12,SO-700721,Apparel,Web,4,188.2
2024-09-12,SO-700722,Outdoor,Marketplace,3,187.17
2024-09-12,SO-700723,Apparel,Web,1,30.06
2024-09-12,SO-700724,Apparel,Web,1,47.07
2024-09-12,SO-700725,Apparel,Web,-1,-16.56
2024-09-12,SO-700726,Apparel,Web,-3,-409.11
2024-09-12,SO-700727,Electronics,Web,-5,-218.6
2024-09-12,SO-700728,Outdoor,Web,2,107.66
2024-09-12,SO-700729,Apparel,Web,4,121.6
2024-09-13,SO-700730,Apparel,Web,3,204.72
2024-09-13,SO-700731,Home,Web,3,166.26
2024-09-13,SO-700732,Home,Web,4,151.56
2024-09-13,SO-700733,Outdoor,Web,3,190.23
2024-09-13,SO-700734,Apparel,Web,4,297.76
2024-09-13,SO-700735,Electronics,Web,2,85.92
2024-09-14,SO-700736,Apparel,Marketplace,4,410.44
2024-09-14,SO-700737,Apparel,Web,2,205.24
2024-09-14,SO-700738,Apparel,Web,1,72.11
2024-09-14,SO-700739,Outdoor,Marketplace,1,61.89
2024-09-14,SO-700740,Apparel,Marketplace,4,97.84
2024-09-14,SO-700741,Home,Web,2,240.96
2024-09-14,SO-700742,Apparel,Web,-3,-252.45
2024-09-15,SO-700743,Electronics,Web,3,214.77
2024-09-15,SO-700744,Electronics,Web,3,166.59
2024-09-15,SO-700745,Home,Web,2,93.64
2024-09-15,SO-700746,Apparel,Marketplace,3,555.9
2024-09-16,SO-700747,Apparel,Web,5,360.95
2024-09-16,SO-700748,Outdoor,Retail,-2,-73.1
2024-09-16,SO-700749,Electronics,Retail,-5,-508.55
2024-09-16,SO-700750,Electronics,Retail,2,183.98
2024-09-16,SO-700751,Apparel,Marketplace,3,370.38
2024-09-16,SO-700752,Home,Web,4,493.88
2024-09-16,SO-700753,Apparel,Marketplace,2,223.16
2024-09-16,SO-700754,Outdoor,Retail,3,115.68
2024-09-16,SO-700755,Electronics,Retail,5,735.8
2024-09-17,SO-700756,Outdoor,Web,2,251.4
2024-09-17,SO-700757,Outdoor,Marketplace,2,203.18
2024-09-17,SO-700758,Electronics,Web,3,101.25
2024-09-17,SO-700759,Outdoor,Web,-2,-232.04
2024-09-17,SO-700760,Apparel,Web,3,231.42
2024-09-17,SO-700761,Electronics,Web,5,269.35
2024-09-17,SO-700762,Home,Web,4,519.56
2024-09-17,SO-700763,Apparel,Marketplace,4,183.68
2024-09-19,SO-700764,Home,Web,3,196.41
2024-09-19,SO-700765,Outdoor,Marketplace,5,331.95
2024-09-19,SO-700766,Electronics,Marketplace,2,171.5
2024-09-19,SO-700767,Apparel,Marketplace,2,124.76
2024-09-19,SO-700768,Home,Marketplace,3,182.85
2024-09-19,SO-700769,Electronics,Marketplace,4,625.0
2024-09-19,SO-700770,Home,Marketplace,5,1118.55
2024-09-20,SO-700771,Apparel,Web,2,96.96
2024-09-20,SO-700772,Home,Web,5,435.2
2024-09-20,SO-700773,Home,Marketplace,3,312.42
2024-09-20,SO-700774,Home,Marketplace,1,43.7
2024-09-20,SO-700775,Apparel,Marketplace,2,130.0
2024-09-20,SO-700776,Home,Web,4,172.76
2024-09-20,SO-700777,Apparel,Web,4,222.32
2024-09-21,SO-700778,Home,Web,1,111.43
2024-09-21,SO-700779,Apparel,Retail,3,237.36
2024-09-21,SO-700780,Home,Retail,5,372.25
2024-09-21,SO-700781,Electronics,Marketplace,1,15.59
2024-09-21,SO-700782,Home,Web,5,391.35
2024-09-21,SO-700783,Outdoor,Web,2,73.18
2024-09-21,SO-700784,Outdoor,Marketplace,4,129.6
2024-09-21,SO-700785,Electronics,Retail,3,191.28
2024-09-21,SO-700786,Outdoor,Web,5,354.65
2024-09-22,SO-700787,Electronics,Marketplace,2,83.48
2024-09-22,SO-700788,Outdoor,Marketplace,2,167.92
2024-09-22,SO-700789,Outdoor,Marketplace,4,67.08
2024-09-22,SO-700790,Apparel,Web,1,83.67
2024-09-22,SO-700791,Outdoor,Web,5,705.95
2024-09-22,SO-700792,Home,Web,4,74.24
2024-09-22,SO-700793,Home,Web,3,120.42
2024-09-22,SO-700794,Apparel,Web,3,389.04
2024-09-23,SO-700795,Apparel,Web,1,53.52
2024-09-23,SO-700796,Outdoor,Web,1,130.66
2024-09-23,SO-700797,Outdoor,Web,2,24.34
2024-09-23,SO-700798,Outdoor,Marketplace,2,143.24
2024-09-23,SO-700799,Electronics,Web,4,101.16
2024-09-23,SO-700800,Home,Retail,1,84.42
2024-09-23,SO-700801,Outdoor,Retail,5,189.5
2024-09-23,SO-700802,Outdoor,Marketplace,3,404.82
2024-09-24,SO-700803,Electronics,Retail,-1,-45.13
2024-09-24,SO-700804,Electronics,Marketplace,5,472.75
2024-09-24,SO-700805,Apparel,Marketplace,5,536.8
2024-09-24,SO-700806,Electronics,Web,4,391.64
2024-09-24,SO-700807,Apparel,Retail,4,234.24
2024-09-24,SO-700808,Apparel,Web,1,18.08
2024-09-24,SO-700809,Outdoor,Marketplace,4,147.56
2024-09-24,SO-700810,Apparel,Web,3,147.54
2024-09-24,SO-700811,Outdoor,Web,4,448.28
2024-09-25,SO-700812,Apparel,Web,1,44.65
2024-09-25,SO-700813,Outdoor,Retail,1,26.16
2024-09-25,SO-700814,Apparel,Retail,2,113.38
2024-09-25,SO-700815,Home,Web,1,66.12
2024-09-25,SO-700816,Home,Web,4,547.96
2024-09-25,SO-700817,Electronics,Web,4,454.96
2024-09-25,SO-700818,Apparel,Retail,1,62.37
2024-09-25,SO-700819,Apparel,Marketplace,3,48.6
2024-09-26,SO-700820,Outdoor,Web,3,214.56
2024-09-26,SO-700821,Apparel,Marketplace,4,280.92
2024-09-26,SO-700822,Electronics,Marketplace,3,203.01
2024-09-26,SO-700823,Apparel,Web,3,288.84
2024-09-26,SO-700824,Outdoor,Web,4,218.16
2024-09-27,SO-700825,Home,Marketplace,2,330.9
2024-09-27,SO-700826,Home,Web,4,69.04
2024-09-27,SO-700827,Outdoor,Web,-4,-251.32
2024-09-27,SO-700828,Outdoor,Web,5,531.85
2024-09-27,SO-700829,Apparel,Marketplace,5,128.1
2024-09-27,SO-700830,Home,Web,1,26.35
2024-09-27,SO-700831,Home,Web,2,153.98
2024-09-27,SO-700832,Apparel,Web,1,170.47
2024-09-28,SO-700833,Electronics,Retail,4,51.2
2024-09-28,SO-700834,Apparel,Web,2,124.08
2024-09-28,SO-700835,Apparel,Web,5,380.05
2024-09-28,SO-700836,Electronics,Web,3,136.41
2024-09-28,SO-700837,Outdoor,Web,5,80.4
2024-09-29,SO-700838,Apparel,Marketplace,5,163.05
2024-09-29,SO-700839,Home,Web,3,62.25
2024-09-29,SO-700840,Apparel,Retail,2,137.6
2024-09-29,SO-700841,Apparel,Retail,5,131.05
2024-09-29,SO-700842,Apparel,Web,-3,-110.61
2024-09-29,SO-700843,Apparel,Web,4,158.0
2024-09-29,SO-700844,Outdoor,Web,4,512.24
2024-09-29,SO-700845,Home,Web,5,432.85
2024-09-29,SO-700846,Electronics,Retail,4,234.04
2024-09-29,SO-700847,Electronics,Retail,2,104.16
2024-09-29,SO-700848,Electronics,Web,4,322.76
2024-09-29,SO-700849,Home,Marketplace,-2,-190.9
2024-09-29,SO-700850,Apparel,Marketplace,1,73.28
2024-09-29,SO-700851,Apparel,Web,1,35.18
2024-09-30,SO-700852,Home,Retail,2,273.98
2024-09-30,SO-700853,Outdoor,Marketplace,2,230.16
2024-09-30,SO-700854,Home,Web,2,125.02
2024-09-30,SO-700855,Apparel,Web,5,738.65
2024-09-30,SO-700856,Outdoor,Retail,4,480.84
2024-09-30,SO-700857,Electronics,Web,5,393.35
2024-09-30,SO-700858,Electronics,Marketplace,4,407.6
2024-10-01,SO-700859,Apparel,Marketplace,2,257.24
2024-10-01,SO-700860,Electronics,Marketplace,1,98.58
2024-10-01,SO-700861,Electronics,Web,1,18.38
2024-10-01,SO-700862,Home,Web,1,88.7
2024-10-01,SO-700863,Home,Web,5,337.05
2024-10-02,SO-700864,Outdoor,Web,3,322.59
2024-10-02,SO-700865,Apparel,Web,2,241.04
2024-10-02,SO-700866,Home,Retail,4,44.2
2024-10-02,SO-700867,Home,Web,1,115.87
2024-10-02,SO-700868,Apparel,Web,3,420.78
2024-10-02,SO-700869,Outdoor,Web,4,195.12
2024-10-02,SO-700870,Home,Web,4,276.64
2024-10-02,SO-700871,Apparel,Web,3,44.4
2024-10-03,SO-700872,Electronics,Web,3,88.23
2024-10-03,SO-700873,Apparel,Web,5,100.75
2024-10-03,SO-700874,Outdoor,Retail,5,180.45
2024-10-03,SO-700875,Home,Marketplace,2,382.24
2024-10-03,SO-700876,Home,Marketplace,4,116.4
2024-10-03,SO-700877,Home,Marketplace,3,319.47
2024-10-03,SO-700878,Electronics,Web,2,140.6
2024-10-04,SO-700879,Electronics,Web,2,70.86
2024-10-04,SO-700880,Apparel,Web,1,25.17
2024-10-05,SO-700881,Home,Marketplace,2,171.94
2024-10-05,SO-700882,Outdoor,Web,4,144.92
2024-10-05,SO-700883,Apparel,Retail,1,14.38
2024-10-05,SO-700884,Electronics,Web,4,78.48
2024-10-05,SO-700885,Outdoor,Web,3,250.5
2024-10-05,SO-700886,Apparel,Web,1,138.07
2024-10-05,SO-700887,Apparel,Web,1,28.9
2024-10-05,SO-700888,Home,Marketplace,3,192.48
2024-10-05,SO-700889,Home,Web,5,223.5
2024-10-06,SO-700890,Outdoor,Web,5,302.35
2024-10-06,SO-700891,Apparel,Web,2,90.18
2024-10-06,SO-700892,Apparel,Web,1,44.96
2024-10-06,SO-700893,Apparel,Retail,4,159.72
2024-10-06,SO-700894,Apparel,Web,4,419.4
2024-10-07,SO-700895,Electronics,Web,2,128.2
2024-10-07,SO-700896,Electronics,Retail,4,384.88
2024-10-07,SO-700897,Home,Retail,5,289.3
2024-10-07,SO-700898,Outdoor,Web,2,69.94
2024-10-07,SO-700899,Home,Marketplace,4,109.0
2024-10-07,SO-700900,Home,Web,3,115.53
2024-10-07,SO-700901,Apparel,Marketplace,2,96.62
2024-10-08,SO-700902,Home,Web,3,212.88
2024-10-08,SO-700903,Apparel,Retail,1,37.37
2024-10-08,SO-700904,Home,Web,2,105.64
2024-10-08,SO-700905,Apparel,Marketplace,3,114.0
2024-10-08,SO-700906,Electronics,Web,-4,-109.2
2024-10-08,SO-700907,Electronics,Web,1,66.83
2024-10-08,SO-700908,Home,Marketplace,1,104.03
2024-10-08,SO-700909,Home,Web,5,96.05
2024-10-08,SO-700910,Apparel,Marketplace,4,228.88
2024-10-08,SO-700911,Electronics,Retail,1,29.32
2024-10-08,SO-700912,Apparel,Web,4,608.68
2024-10-09,SO-700913,Apparel,Web,5,146.95
2024-10-09,SO-700914,Apparel,Retail,4,298.48
2024-10-09,SO-700915,Apparel,Retail,1,30.33
2024-10-09,SO-700916,Outdoor,Retail,2,114.62
2024-10-09,SO-700917,Apparel,Marketplace,1,43.18
2024-10-10,SO-700918,Apparel,Marketplace,3,87.6
2024-10-10,SO-700919,Electronics,Web,3,97.68
2024-10-10,SO-700920,Home,Retail,4,220.12
2024-10-10,SO-700921,Apparel,Marketplace,1,43.78
2024-10-10,SO-700922,Electronics,Web,2,162.6
2024-10-10,SO-700923,Home,Web,1,88.8
2024-10-10,SO-700924,Outdoor,Web,1,55.09
2024-10-10,SO-700925,Electronics,Retail,3,250.26
2024-10-11,SO-700926,Electronics,Marketplace,4,403.12
2024-10-11,SO-700927,Outdoor,Marketplace,4,666.36
2024-10-11,SO-700928,Outdoor,Web,5,1180.7
2024-10-11,SO-700929,Home,Web,5,45.4
2024-10-11,SO-700930,Outdoor,Marketplace,3,175.32
2024-10-11,SO-700931,Home,Marketplace,3,85.29
2024-10-11,SO-700932,Apparel,Marketplace,1,84.42
2024-10-11,SO-700933,Apparel,Web,2,174.2
2024-10-12,SO-700934,Apparel,Web,2,238.32
2024-10-12,SO-700935,Apparel,Retail,5,326.5
2024-10-12,SO-700936,Apparel,Web,3,210.75
2024-10-12,SO-700937,Electronics,Web,5,186.95
2024-10-12,SO-700938,Home,Web,2,135.64
2024-10-12,SO-700939,Electronics,Web,2,23.32
2024-10-13,SO-700940,Apparel,Retail,5,315.3
2024-10-13,SO-700941,Home,Web,3,387.3
2024-10-13,SO-700942,Home,Marketplace,2,127.72
2024-10-13,SO-700943,Electronics,Retail,1,53.53
2024-10-13,SO-700944,Outdoor,Web,3,291.72
2024-10-13,SO-700945,Home,Web,4,132.56
2024-10-13,SO-700946,Apparel,Marketplace,3,266.07
2024-10-13,SO-700947,Home,Web,2,131.8
2024-10-13,SO-700948,Home,Retail,4,303.4
2024-10-13,SO-700949,Outdoor,Web,5,126.85
2024-10-14,SO-700950,Home,Web,3,143.76
2024-10-14,SO-700951,Home,Web,2,111.28
2024-10-14,SO-700952,Home,Marketplace,-5,-182.0
2024-10-14,SO-700953,Outdoor,Web,4,81.68
2024-10-14,SO-700954,Electronics,Marketplace,2,230.1
2024-10-14,SO-700955,Apparel,Web,2,235.78
2024-10-14,SO-700956,Electronics,Marketplace,4,351.32
2024-10-14,SO-700957,Home,Retail,5,507.15
2024-10-14,SO-700958,Outdoor,Web,3,345.27
2024-10-14,SO-700959,Apparel,Web,5,644.55
2024-10-14,SO-700960,Electronics,Marketplace,2,176.08
2024-10-14,SO-700961,Home,Marketplace,5,169.7
2024-10-15,SO-700962,Electronics,Marketplace,1,31.53
2024-10-15,SO-700963,Home,Web,2,134.48
2024-10-15,SO-700964,Electronics,Marketplace,5,286.05
2024-10-15,SO-700965,Apparel,Web,3,260.52
2024-10-15,SO-700966,Apparel,Retail,4,249.96
2024-10-15,SO-700967,Apparel,Web,4,431.76
2024-10-15,SO-700968,Outdoor,Web,4,192.92
2024-10-15,SO-700969,Apparel,Web,3,108.66
2024-10-15,SO-700970,Outdoor,Web,4,137.68
2024-10-15,SO-700971,Apparel,Web,1,89.01
2024-10-15,SO-700972,Home,Retail,3,88.86
2024-10-15,SO-700973,Outdoor,Marketplace,5,441.35
2024-10-16,SO-700974,Electronics,Web,4,74.52
2024-10-16,SO-700975,Electronics,Web,1,75.83
2024-10-16,SO-700976,Outdoor,Web,5,291.75
2024-10-16,SO-700977,Electronics,Marketplace,4,204.8
2024-10-16,SO-700978,Apparel,Web,-3,-209.4
2024-10-16,SO-700979,Electronics,Marketplace,5,751.95
2024-10-16,SO-700980,Outdoor,Web,2,108.3
2024-10-16,SO-700981,Electronics,Web,4,252.72
2024-10-17,SO-700982,Home,Web,4,98.24
2024-10-17,SO-700983,Home,Marketplace,4,99.4
2024-10-17,SO-700984,Apparel,Retail,3,117.24
2024-10-17,SO-700985,Home,Retail,4,158.28
2024-10-18,SO-700986,Outdoor,Web,5,697.6
2024-10-18,SO-700987,Apparel,Marketplace,5,495.7
2024-10-18,SO-700988,Apparel,Web,1,24.6
2024-10-18,SO-700989,Outdoor,Marketplace,4,605.56
2024-10-18,SO-700990,Apparel,Marketplace,1,19.89
2024-10-18,SO-700991,Outdoor,Web,-4,-148.2
2024-10-18,SO-700992,Home,Web,3,210.75
2024-10-18,SO-700993,Apparel,Web,1,103.46
2024-10-18,SO-700994,Electronics,Web,2,187.82
2024-10-18,SO-700995,Apparel,Marketplace,4,232.16
2024-10-19,SO-700996,Home,Web,1,44.77
2024-10-19,SO-700997,Apparel,Web,2,211.74
2024-10-19,SO-700998,Apparel,Retail,3,573.81
2024-10-19,SO-700999,Electronics,Marketplace,2,145.88
2024-10-19,SO-701000,Home,Web,3,370.5
2024-10-19,SO-701001,Apparel,Web,4,253.36
2024-10-19,SO-701002,Home,Retail,1,52.23
2024-10-20,SO-701003,Outdoor,Marketplace,1,112.65
